now,published_at,price,house_type,size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,floors,property_status,apartment_type,floornumber,land_type,pty_characteristics,width,length,block,size_unit,living_size,unitnumber,commercial_type,direction,apartment_feature,balconydirection
2025-10-04T00:20:54.432230,Cập nhật 8 ngày trước,"6,9 tỷ","Nhà ngõ, hẻm",48 m²,"143,75 triệu/m²",Đã có sổ,7 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,,,,,,,,48 m²,,,,,
2025-10-04T00:20:55.696949,Cập nhật 7 ngày trước,"5,5 tỷ",,45 m²,"122,22 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi Nở hậu,4 m,,,,,,,Nam,,
2025-10-04T00:20:56.201032,Cập nhật 9 ngày trước,5 tỷ,,32.7 m²,"152,91 triệu/m²",Sổ hồng riêng,1 phòng,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,,,,
2025-10-04T00:20:57.956745,Cập nhật 11 giờ trước,"6,5 tỷ","Nhà ngõ, hẻm",48 m²,"135,42 triệu/m²",Đã có sổ,3 phòng,,,5,,,,,,4 m,,,,48 m²,,,,,
2025-10-04T00:21:02.485696,Cập nhật 8 ngày trước,"5,2 tỷ",,75 m²,"69,33 triệu/m²",Sổ hồng riêng,3 phòng,1 phòng,Nội thất đầy đủ,,Chưa bàn giao,"Tập thể, cư xá",1,,,,,,,,,,,,
2025-10-04T00:21:03.411394,Cập nhật 8 ngày trước,5 tỷ,,89 m²,"56,18 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,4.5 m,20 m,,,,,,,,
2025-10-04T00:21:10.220323,Cập nhật 8 ngày trước,"19,6 tỷ","Nhà ngõ, hẻm",85 m²,"230,59 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,4,,,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,,
2025-10-04T00:21:10.745812,Cập nhật 7 ngày trước,"5,35 tỷ","Nhà mặt phố, mặt tiền",33 m²,"162,12 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:21:10.734917,Cập nhật 8 ngày trước,"16,2 tỷ","Nhà mặt phố, mặt tiền",75 m²,216 triệu/m²,Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi Nhà nở hậu,4 m,,,,80 m²,,,,,
2025-10-04T00:21:12.535421,Cập nhật 8 ngày trước,"1,7 tỷ","Nhà ngõ, hẻm",35 m²,"48,57 triệu/m²",Không có sổ,2 phòng,2 phòng,,,,,,,,3.5 m,10 m,,,75 m²,,,,,
2025-10-04T00:21:14.702735,Cập nhật 9 ngày trước,"10,5 tỷ","Nhà ngõ, hẻm",46 m²,"228,26 triệu/m²",Đã có sổ,3 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:21:19.400232,Cập nhật 7 ngày trước,"23,5 tỷ",Nhà biệt thự,92 m²,"255,43 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,6.7 m,13.7 m,,,360 m²,,,Đông Nam,,
2025-10-04T00:21:20.919544,Cập nhật 4 giờ trước,13 tỷ,"Nhà ngõ, hẻm",45 m²,"288,89 triệu/m²",Đã có sổ,4 phòng,4 phòng,,6,,,,,Hẻm xe hơi Nhà nở hậu,4.5 m,10 m,,,270 m²,,,,,
2025-10-04T00:21:22.082443,Cập nhật 9 ngày trước,7 tỷ,,344 m²,"20,35 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền,9 m,38 m,,m²,,,,,,
2025-10-04T00:21:25.627031,Cập nhật 7 ngày trước,"7,4 tỷ","Nhà ngõ, hẻm",43 m²,"172,09 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:21:27.782047,Cập nhật 7 ngày trước,"9,6 tỷ","Nhà ngõ, hẻm",41 m²,"234,15 triệu/m²",Đã có sổ,10 phòng,5 phòng,,7,,,,,,,,,,,,,,,
2025-10-04T00:21:28.485883,Cập nhật 7 ngày trước,"4,3 tỷ",,55 m²,"78,18 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,,,Căn góc,
2025-10-04T00:21:27.775781,Cập nhật 7 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",47 m²,"159,57 triệu/m²",Đã có sổ,5 phòng,,Nội thất cao cấp,,,,,,,,,,,,,,,,
2025-10-04T00:21:35.740639,Cập nhật 8 ngày trước,"18,6 tỷ","Nhà mặt phố, mặt tiền",82 m²,"226,83 triệu/m²",Đã có sổ,3 phòng,2 phòng,Hoàn thiện cơ bản,,,,,,Nhà nở hậu,4.4 m,18.6 m,,,82 m²,,,Đông Nam,,
2025-10-04T00:21:36.192062,Cập nhật 7 ngày trước,11 tỷ,,50 m²,220 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,,,,,,,,,,,
2025-10-04T00:21:38.203156,Cập nhật 7 ngày trước,200 triệu,,100 m²,2 triệu/m²,Đã có sổ,,,,,,,,,,,,,,,,Mặt bằng kinh doanh,,,
2025-10-04T00:21:42.116959,Cập nhật 7 ngày trước,"3,85 tỷ",,75 m²,"51,33 triệu/m²",Sổ hồng riêng,3 phòng,1 phòng,,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,,,,,,
2025-10-04T00:21:45.058136,Cập nhật 8 ngày trước,12 tỷ,"Nhà ngõ, hẻm",34 m²,"352,94 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:21:45.128794,Cập nhật 7 ngày trước,"7,5 tỷ","Nhà mặt phố, mặt tiền",45 m²,"166,67 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:21:46.867032,Cập nhật 9 ngày trước,"1,95 tỷ","Nhà ngõ, hẻm",23 m²,"84,78 triệu/m²",Đang chờ sổ,3 phòng,4 phòng,Nội thất đầy đủ,4,,,,,,,,,,90 m²,,,,,
2025-10-04T00:21:45.601682,Cập nhật 3 ngày trước,"22,4 tỷ","Nhà ngõ, hẻm",74 m²,"302,70 triệu/m²",Đã có sổ,6 phòng,6 phòng,,6,,,,,Hẻm xe hơi,5 m,,,,,,,,,
2025-10-04T00:21:50.262731,Cập nhật 8 ngày trước,"1,86 tỷ",,46 m²,"40,43 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,"Căn hộ dịch vụ, mini",5,,,,,,,,,,,,
2025-10-04T00:21:53.389716,Cập nhật 7 ngày trước,"8,7 tỷ","Nhà ngõ, hẻm",36 m²,"241,67 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:21:55.240028,Cập nhật 6 ngày trước,"4,4 tỷ","Nhà ngõ, hẻm",55 m²,80 triệu/m²,Đã có sổ,3 phòng,3 phòng,,3,,,,,,,,,,,,,,,
2025-10-04T00:21:59.562389,Cập nhật 2 ngày trước,"8,1 tỷ","Nhà ngõ, hẻm",35 m²,"231,43 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,,,,,,,,,,,35 m²,,,,,
2025-10-04T00:22:02.045614,Cập nhật 7 ngày trước,"12,95 tỷ","Nhà mặt phố, mặt tiền",45 m²,"287,78 triệu/m²",Đã có sổ,5 phòng,6 phòng,Nội thất đầy đủ,6,,,,,Hẻm xe hơi Nhà nở hậu,5 m,,,,45 m²,,,,,
2025-10-04T00:22:03.576250,Cập nhật 9 ngày trước,"7,7 tỷ",,170 m²,"45,29 triệu/m²",Sổ hồng riêng,6 phòng,4 phòng,,,Chưa bàn giao,Duplex,,,,,,,,,,,,,
2025-10-04T00:22:03.855197,Cập nhật 9 ngày trước,23 tỷ,"Nhà mặt phố, mặt tiền",51 m²,"450,98 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất cao cấp,7,,,,,Nhà nở hậu Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:22:04.043469,Cập nhật 7 ngày trước,"1,35 tỷ","Nhà ngõ, hẻm",50 m²,27 triệu/m²,Đang chờ sổ,2 phòng,1 phòng,Nội thất đầy đủ,2,,,,,Hẻm xe hơi,,,,,50 m²,,,,,
2025-10-04T00:22:07.652034,Cập nhật 7 ngày trước,"19,2 tỷ",Nhà biệt thự,90 m²,"213,33 triệu/m²",Đã có sổ,4 phòng,3 phòng,Bàn giao thô,5,,,,,Hẻm xe hơi,7.6 m,11.8 m,,,360 m²,,,Tây Bắc,,
2025-10-04T00:22:10.031278,Cập nhật 2 ngày trước,"1,75 tỷ",,130 m²,"13,46 triệu/m²",Đang chờ sổ,,,,,,,,Đất thổ cư,Mặt tiền,8 m,,,m²,,,,,,
2025-10-04T00:22:10.795020,Cập nhật 9 ngày trước,"4,5 tỷ","Nhà mặt phố, mặt tiền",30 m²,150 triệu/m²,Đã có sổ,3 phòng,3 phòng,,5,,,,,,5 m,,,,150 m²,,,,,
2025-10-04T00:22:12.439043,Cập nhật 5 ngày trước,"7,5 tỷ","Nhà mặt phố, mặt tiền",40 m²,"187,50 triệu/m²",Đã có sổ,5 phòng,6 phòng,Nội thất cao cấp,,,,,,Nhà nở hậu,,,,,42 m²,,,,,
2025-10-04T00:22:12.743902,Cập nhật 8 ngày trước,"8,8 tỷ","Nhà ngõ, hẻm",30 m²,"293,33 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,30 m²,,,,,
2025-10-04T00:22:16.766635,Cập nhật 3 ngày trước,"8,85 tỷ","Nhà mặt phố, mặt tiền",35 m²,"252,86 triệu/m²",Đã có sổ,4 phòng,1 phòng,Nội thất đầy đủ,5,,,,,,9 m,4 m,,,35 m²,,,Bắc,,
2025-10-04T00:22:17.893129,Cập nhật 9 ngày trước,"19,5 tỷ","Nhà ngõ, hẻm",100 m²,195 triệu/m²,Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,6,,,,,Nhà nở hậu,7 m,14.28 m,,,100 m²,,,,,
2025-10-04T00:22:19.477074,Cập nhật 8 ngày trước,"8,7 tỷ","Nhà ngõ, hẻm",39 m²,"223,08 triệu/m²",Đã có sổ,8 phòng,,Nội thất đầy đủ,6,,,,,,,,,,,,,,,
2025-10-04T00:22:20.003614,Cập nhật 9 ngày trước,"1,26 tỷ",,80 m²,"15,75 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Nở hậu Thổ cư toàn bộ,,,,m²,,,,Đông Nam,,
2025-10-04T00:22:20.481874,Cập nhật 9 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",36 m²,200 triệu/m²,Đã có sổ,3 phòng,,Nội thất đầy đủ,5,,,,,Nhà nở hậu,4.2 m,8.5 m,,,,,,,,
2025-10-04T00:22:24.541336,Cập nhật 9 ngày trước,"8,2 tỷ","Nhà ngõ, hẻm",43 m²,"190,70 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,,,,,,43 m²,,,,,
2025-10-04T00:22:26.758277,Cập nhật 7 ngày trước,"12,8 tỷ",,80 m²,160 triệu/m²,Đã có sổ,,,,,,,,,,,,,,,,Văn phòng,,,
2025-10-04T00:22:27.485589,Cập nhật 7 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",30 m²,"186,67 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,,,,,,,,,,,26 m²,,,,,
2025-10-04T00:22:28.807478,Cập nhật 7 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",61 m²,"124,59 triệu/m²",Đã có sổ,9 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,5,,,,,Nhà nở hậu,3.5 m,,,,63 m²,,,,,
2025-10-04T00:22:29.518044,Cập nhật 8 ngày trước,"8,38 tỷ","Nhà ngõ, hẻm",30 m²,"279,33 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,5 m,6 m,,,,,,Tây Bắc,,
2025-10-04T00:22:34.535160,Cập nhật 8 ngày trước,"4,85 tỷ","Nhà ngõ, hẻm",32 m²,"151,56 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,150 m²,,,,,
2025-10-04T00:22:35.309476,Cập nhật 8 ngày trước,"5,3 tỷ",,63 m²,"84,13 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,,,,m²,,,,,,
2025-10-04T00:22:38.294163,Cập nhật 9 ngày trước,"8,35 tỷ","Nhà ngõ, hẻm",40 m²,"208,75 triệu/m²",Đã có sổ,5 phòng,,Nội thất đầy đủ,4,,,,,,,,,,,,,,,
2025-10-04T00:22:41.231442,Cập nhật 7 ngày trước,"6,8 tỷ","Nhà mặt phố, mặt tiền",22 m²,"309,09 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,3.5 m,6.5 m,,,25 m²,,,Nam,,
2025-10-04T00:22:42.476401,Cập nhật 8 ngày trước,"1,8 tỷ",,150 m²,12 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,,5 m,30 m,,,,,,,,
2025-10-04T00:22:43.713206,Cập nhật 7 ngày trước,"12,9 tỷ","Nhà ngõ, hẻm",65 m²,"198,46 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,7,,,,,Hẻm xe hơi Nhà nở hậu,4 m,16 m,,,65 m²,,,,,
2025-10-04T00:22:43.773128,Cập nhật 7 ngày trước,8 tỷ,"Nhà ngõ, hẻm",44 m²,"181,82 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,4,,,,,,4.8 m,9.3 m,,,176 m²,,,,,
2025-10-04T00:22:47.674014,Cập nhật 9 ngày trước,"12,9 tỷ","Nhà ngõ, hẻm",95 m²,"135,79 triệu/m²",Đã có sổ,1 phòng,,,1,,,,,,,,,,,,,,,
2025-10-04T00:22:51.284903,Cập nhật 9 ngày trước,"6,6 tỷ","Nhà ngõ, hẻm",38 m²,"173,68 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4 m,10 m,,,38 m²,,,,,
2025-10-04T00:22:52.846057,Cập nhật 7 ngày trước,"17,8 tỷ",,83 m²,"214,46 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền,4 m,20.7 m,,m²,,,,Đông Bắc,,
2025-10-04T00:22:52.971778,Cập nhật 4 giờ trước,"6,7 tỷ","Nhà ngõ, hẻm",35 m²,"191,43 triệu/m²",Đã có sổ,4 phòng,,,6,,,,,,,,,,35 m²,,,,,
2025-10-04T00:22:56.921215,Cập nhật 9 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",33 m²,"169,70 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,3.5 m,9 m,,,35 m²,,,,,
2025-10-04T00:22:59.482172,Cập nhật 7 ngày trước,165 tỷ,"Nhà mặt phố, mặt tiền",133 m²,"1,24 tỷ/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,10,,,,,,7.1 m,,,,,,,,,
2025-10-04T00:23:01.150979,Cập nhật 9 ngày trước,"7,3 tỷ","Nhà ngõ, hẻm",41 m²,"178,05 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,,,,,,
2025-10-04T00:23:03.188688,Cập nhật 7 ngày trước,"15,6 tỷ","Nhà ngõ, hẻm",68 m²,"229,41 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,6,,,,,,6 m,11 m,,,68 m²,,,,,
2025-10-04T00:23:04.730802,Cập nhật 8 ngày trước,"6,66 tỷ",,80 m²,"83,25 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,6 m,13 m,,m²,,,,Tây Nam,,
2025-10-04T00:23:06.670637,Cập nhật 7 ngày trước,"31,45 tỷ",Nhà phố liền kề,80 m²,"393,12 triệu/m²",Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,6,,,,,Hẻm xe hơi,5.5 m,,,,80 m²,,,,,
2025-10-04T00:23:15.671534,Cập nhật 8 ngày trước,40 tỷ,Nhà biệt thự,100 m²,400 triệu/m²,Đã có sổ,5 phòng,5 phòng,,,,,,,,5 m,20 m,,,100 m²,,,,,
2025-10-04T00:23:16.233706,Cập nhật 9 ngày trước,"16,5 tỷ",Nhà phố liền kề,55 m²,300 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,5,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,,
2025-10-04T00:23:20.692599,Cập nhật 12 giờ trước,850 triệu,,25 m²,34 triệu/m²,Đang chờ sổ,1 phòng,1 phòng,Hoàn thiện cơ bản,,Đã bàn giao,"Tập thể, cư xá",2,,,,,,,,,,,,
2025-10-04T00:23:30.907686,Cập nhật 8 ngày trước,20 tỷ,"Nhà ngõ, hẻm",103 m²,"194,17 triệu/m²",Đã có sổ,2 phòng,2 phòng,,3,,,,,,,,,,,,,,,
2025-10-04T00:23:38.811614,Cập nhật 9 ngày trước,"1,35 tỷ",,44 m²,"30,68 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi",,,,,,,,Đông Nam,,
2025-10-04T00:23:31.183566,Cập nhật 8 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",38 m²,"223,68 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,38 m²,,,,,
2025-10-04T00:23:37.754756,Cập nhật 8 ngày trước,"4,59 tỷ","Nhà mặt phố, mặt tiền",45 m²,102 triệu/m²,Đã có sổ,3 phòng,3 phòng,,4,,,,,"Hẻm xe hơi
Nhà nở hậu",7 m,6.5 m,,,,,,Đông,,
2025-10-04T00:23:49.889264,Cập nhật 9 ngày trước,"13,15 tỷ","Nhà ngõ, hẻm",55 m²,"239,09 triệu/m²",Đã có sổ,9 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,,,Nhà nở hậu,7 m,8 m,,,55 m²,,,,,
2025-10-04T00:23:54.660660,Cập nhật 2 ngày trước,33 tỷ,,120 m²,275 triệu/m²,Đã có sổ,,,,,,,,Đất nền dự án,Mặt tiền,6 m,20 m,,m²,,,,Bắc,,
2025-10-04T00:23:55.961343,Cập nhật 8 ngày trước,"1,8 tỷ",,50 m²,36 triệu/m²,Hợp đồng mua bán,2 phòng,1 phòng,Nội thất đầy đủ,,Đã bàn giao,"Căn hộ dịch vụ, mini",2,,,,,7,,,,,,Căn góc,
2025-10-04T00:23:56.564851,Cập nhật 7 ngày trước,8 tỷ,"Nhà ngõ, hẻm",38 m²,"210,53 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,6,,,,,,,,,,,,,,,
2025-10-04T00:23:58.542322,Cập nhật 9 ngày trước,"8,35 tỷ","Nhà ngõ, hẻm",38 m²,"219,74 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất đầy đủ,5,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,38 m²,,,,,
2025-10-04T00:24:07.080623,Cập nhật 7 ngày trước,"7,4 tỷ","Nhà ngõ, hẻm",40 m²,185 triệu/m²,Đã có sổ,4 phòng,5 phòng,Nội thất cao cấp,6,,,,,,4.1 m,,,,40 m²,,,,,
2025-10-04T00:24:08.834567,Cập nhật 7 ngày trước,"4,75 tỷ","Nhà ngõ, hẻm",48 m²,"98,96 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,Nam,,
2025-10-04T00:24:08.693135,Cập nhật 8 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",31 m²,"245,16 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,31 m²,,,,,
2025-10-04T00:24:10.694225,Cập nhật 9 ngày trước,15 tỷ,"Nhà mặt phố, mặt tiền",65 m²,"230,77 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất cao cấp,6,,,,,"Hẻm xe hơi
Nhà nở hậu",5 m,13 m,,,,,,Đông Bắc,,
2025-10-04T00:24:12.986518,Cập nhật 7 ngày trước,8 tỷ,"Nhà ngõ, hẻm",42 m²,"190,48 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:24:22.239340,Cập nhật 15 giờ trước,6 tỷ,"Nhà ngõ, hẻm",30 m²,200 triệu/m²,Đã có sổ,3 phòng,,,6,,,,,,,,,,,,,,,
2025-10-04T00:24:22.235849,Cập nhật 4 ngày trước,"15,4 tỷ","Nhà ngõ, hẻm",50 m²,308 triệu/m²,Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,6,,,,,"Hẻm xe hơi
Nhà nở hậu",6.1 m,8 m,,,50 m²,,,,,
2025-10-04T00:24:22.463816,Cập nhật 7 ngày trước,"1,55 tỷ",,55 m²,"28,18 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất cao cấp,,Đã bàn giao,Chung cư,,,,,,,,,,,,Căn góc,
2025-10-04T00:24:24.453882,Cập nhật 9 ngày trước,12 tỷ,"Nhà ngõ, hẻm",36 m²,"333,33 triệu/m²",Đã có sổ,4 phòng,,,6,,,,,,,,,,,,,,,
2025-10-04T00:24:29.291910,Cập nhật 9 ngày trước,"5,5 tỷ","Nhà ngõ, hẻm",37 m²,"148,65 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,3,,,,,Nhà nở hậu,4.4 m,8.4 m,,,37 m²,2,,,,
2025-10-04T00:24:35.184556,Cập nhật 9 ngày trước,"6,725 tỷ","Nhà ngõ, hẻm",35 m²,"192,14 triệu/m²",Đã có sổ,4 phòng,,,4,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:24:36.251741,Cập nhật 5 ngày trước,"3,15 tỷ","Nhà ngõ, hẻm",33 m²,"95,45 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,,,,,,Nhà nở hậu,,,,,33 m²,,,,,
2025-10-04T00:24:38.980175,Cập nhật 8 ngày trước,"9,3 tỷ","Nhà ngõ, hẻm",40 m²,"232,50 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,"Nhà nở hậu
Hẻm xe hơi",4 m,,,,40 m²,,,Tây,,
2025-10-04T00:24:41.038402,Cập nhật 8 ngày trước,"4,662 tỷ",,103.6 m²,45 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi
Nở hậu
Thổ cư toàn bộ",8 m,13 m,Đấu giá thôn Yên Trường,m²,,Lk 03-07,,,,
2025-10-04T00:24:46.470705,Cập nhật 6 ngày trước,"16,5 tỷ","Nhà mặt phố, mặt tiền",54 m²,"305,56 triệu/m²",Đã có sổ,3 phòng,2 phòng,Nội thất đầy đủ,2,,,,,,,,,,,,,,,
2025-10-04T00:24:48.401807,Cập nhật 9 ngày trước,22 tỷ,"Nhà mặt phố, mặt tiền",93 m²,"236,56 triệu/m²",Đã có sổ,6 phòng,,Nội thất đầy đủ,6,,,,,Nhà nở hậu,5.3 m,17 m,,,100 m²,,,,,
2025-10-04T00:24:52.974021,Cập nhật 7 ngày trước,"6,8 tỷ","Nhà ngõ, hẻm",35 m²,"194,29 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:24:57.732717,Cập nhật 8 ngày trước,"3,1 tỷ","Nhà ngõ, hẻm",36 m²,"86,11 triệu/m²",Giấy tờ viết tay,4 phòng,3 phòng,Nội thất đầy đủ,3,,,,,,,,,,36 m²,,,,,
2025-10-04T00:24:59.181447,Cập nhật 9 ngày trước,"5,75 tỷ","Nhà mặt phố, mặt tiền",35 m²,"164,29 triệu/m²",Đã có sổ,3 phòng,4 phòng,,5,,,,,Nhà nở hậu,,,,,35 m²,,,,,
2025-10-04T00:25:01.928285,Cập nhật 3 ngày trước,7 tỷ,"Nhà mặt phố, mặt tiền",40 m²,175 triệu/m²,Đã có sổ,3 phòng,2 phòng,Nội thất đầy đủ,2,,,,,"Nhà nở hậu
Hẻm xe hơi",4 m,10 m,,,40 m²,,,,,
2025-10-04T00:25:03.165734,Cập nhật 9 ngày trước,16 tỷ,,80 m²,200 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi",,,,m²,,,,,,
2025-10-04T00:25:08.602145,Cập nhật 9 ngày trước,25 tỷ,Nhà phố liền kề,75 m²,"333,33 triệu/m²",Đã có sổ,5 phòng,5 phòng,,5,,,,,Hẻm xe hơi,6 m,12.5 m,,,375 m²,,,,,
2025-10-04T00:25:12.976220,Cập nhật 8 ngày trước,"8,25 tỷ","Nhà ngõ, hẻm",51 m²,"161,76 triệu/m²",Đã có sổ,5 phòng,4 phòng,,5,,,,,,,,,,,,,,,
2025-10-04T00:25:11.339849,Cập nhật 9 ngày trước,"3,95 tỷ",,60 m²,"65,83 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,,,,m²,,,,,,
2025-10-04T00:25:17.415464,Cập nhật 2 ngày trước,"8,2 tỷ","Nhà ngõ, hẻm",36 m²,"227,78 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,5,,,,,"Hẻm xe hơi
Nhà nở hậu",4 m,,,,36 m²,,,Tây,,
2025-10-04T00:25:21.763972,Cập nhật 8 ngày trước,8 tỷ,"Nhà ngõ, hẻm",35 m²,"228,57 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,5,,,,,,,,,,,,,,,
2025-10-04T00:25:26.079351,Cập nhật 7 ngày trước,"12,9 tỷ",,78 m²,"165,38 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi",5.08 m,14 m,Khu phân lô Đầm Ấu,m²,,,,,,
2025-10-04T00:25:29.446190,Cập nhật 3 giờ trước,"2,3 tỷ","Nhà mặt phố, mặt tiền",36 m²,"63,89 triệu/m²",Sổ chung / công chứng vi bằng,3 phòng,2 phòng,,3,,,,,Nhà nở hậu,3.3 m,10 m,,,,,,Đông Nam,,
2025-10-04T00:25:33.807334,Cập nhật 8 ngày trước,"3,5 tỷ",,52 m²,"67,31 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Thổ cư toàn bộ",3.5 m,,,m²,,,,,,
2025-10-04T00:25:37.048984,Cập nhật 7 ngày trước,"4,985 tỷ",,96.8 m²,"51,50 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi,,,Bán đất Dược Thượng sát Thị Trấn,m²,,,,Tây,,
2025-10-04T00:25:38.490724,Cập nhật 9 ngày trước,3 tỷ,,40 m²,75 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,,5 m,8 m,,,,,,,,
2025-10-04T00:25:38.183209,Cập nhật 8 ngày trước,"4,056 tỷ",Nhà phố liền kề,80 m²,"50,70 triệu/m²",Đã có sổ,3 phòng,4 phòng,Bàn giao thô,3,,,,,,5 m,,,,,,,Bắc,,
2025-10-04T00:25:44.486916,Cập nhật 8 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",40 m²,"212,50 triệu/m²",Đã có sổ,7 phòng,5 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4 m,11 m,,,40 m²,,,,,
