now,published_at,price,land_type,size,price_m2,property_legal_document,pty_characteristics,width,size_unit,direction,length,house_type,rooms,toilets,furnishing_sell,floors,living_size,property_status,apartment_type,block,commercial_type,floornumber,apartment_feature,property_back_condition,street_id,unitnumber,balconydirection
2025-10-04T12:21:31.240544,Cập nhật 8 ngày trước,378 tỷ,Đất thổ cư,1073 m²,"352,28 triệu/m²",Đã có sổ,"Mặt tiền
Nở hậu",25 m,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:21:34.211771,Cập nhật 10 ngày trước,"1,85 tỷ",Đất thổ cư,133 m²,"13,91 triệu/m²",Đã có sổ,"Mặt tiền
Nở hậu
Thổ cư toàn bộ",6 m,m²,Nam,23 m,,,,,,,,,,,,,,,,
2025-10-04T12:21:35.461269,Cập nhật 7 ngày trước,10 tỷ,,31 m²,"322,58 triệu/m²",Đã có sổ,"Hẻm xe hơi
Nhà nở hậu",3.6 m,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:21:33.650538,Cập nhật 8 ngày trước,"12,8 tỷ",,39 m²,"328,21 triệu/m²",Đã có sổ,Hẻm xe hơi,3.9 m,,,10 m,"Nhà ngõ, hẻm",3 phòng,5 phòng,,7,39 m²,,,,,,,,,,
2025-10-04T12:21:37.269732,Cập nhật 8 ngày trước,"17,9 tỷ",,42 m²,"426,19 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,4,,,,,,,,,,,
2025-10-04T12:21:51.319143,Cập nhật 8 ngày trước,"4,7 tỷ",,20 m²,235 triệu/m²,Đã có sổ,,4 m,,,5 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,6,20 m²,,,,,,,,,,
2025-10-04T12:21:51.343397,Cập nhật 6 ngày trước,"4,68 tỷ",,70 m²,"66,86 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,1 phòng,Nội thất cao cấp,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:21:53.167547,Cập nhật 8 ngày trước,"6,9 tỷ",,31 m²,"222,58 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:21:53.577402,Cập nhật 8 ngày trước,"8,4 tỷ",,38 m²,"221,05 triệu/m²",Đã có sổ,"Hẻm xe hơi
Nhà nở hậu",3 m,,Tây Bắc,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Hoàn thiện cơ bản,5,38 m²,,,,,,,,,,
2025-10-04T12:22:03.447514,Cập nhật 9 ngày trước,"18,9 tỷ",Đất thổ cư,2156 m²,"8,77 triệu/m²",Đã có sổ,"Mặt tiền
Nở hậu",,m²,,,,,,,,,,,Phú mãn- Quốc Oai - Hà Nội,,,,,,,
2025-10-04T12:22:09.373523,Cập nhật 7 ngày trước,"7,6 tỷ",,43 m²,"176,74 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:22:09.951428,Cập nhật 8 ngày trước,"3,59 tỷ",,75 m²,"47,87 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,15 m,"Nhà mặt phố, mặt tiền",3 phòng,2 phòng,Nội thất đầy đủ,3,75 m²,,,,,,,,,,
2025-10-04T12:22:09.342797,Cập nhật 9 ngày trước,"16,5 tỷ",,160 m²,"103,12 triệu/m²",Đã có sổ,,,,,,,,,Nội thất đầy đủ,,,,,,Mặt bằng kinh doanh,1,,,,,
2025-10-04T12:22:20.447363,Cập nhật 9 ngày trước,"12,9 tỷ",,60 m²,215 triệu/m²,Đã có sổ,Hẻm xe hơi,5 m,,,,"Nhà ngõ, hẻm",4 phòng,3 phòng,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:22:25.538157,Cập nhật 9 ngày trước,"6,8 tỷ",,30 m²,"226,67 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,5,,,,,,,,,,,
2025-10-04T12:22:28.932902,Cập nhật 7 ngày trước,"5,8 tỷ",,45 m²,"128,89 triệu/m²",Đã có sổ,"Nhà nở hậu
Hẻm xe hơi",3.8 m,,Tây Bắc,14 m,"Nhà ngõ, hẻm",4 phòng,3 phòng,Hoàn thiện cơ bản,4,45 m²,,,,,,,,,,
2025-10-04T12:22:31.142506,Cập nhật 9 ngày trước,12 tỷ,,53 m²,"226,42 triệu/m²",Đã có sổ,,4 m,,,12 m,"Nhà mặt phố, mặt tiền",10 phòng,Nhiều hơn 6 phòng,,,53 m²,,,,,,,,,,
2025-10-04T12:22:39.853783,Cập nhật 8 ngày trước,"3,15 tỷ",,30 m²,105 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,Hoàn thiện cơ bản,,,,,,,,,,,,
2025-10-04T12:22:43.008611,Cập nhật 10 ngày trước,"2,9 tỷ",,32 m²,"90,62 triệu/m²",Không có sổ,,,,,,"Nhà ngõ, hẻm",2 phòng,3 phòng,,3,,,,,,,,,,,
2025-10-04T12:22:44.806304,Cập nhật 7 ngày trước,"7,9 tỷ",,40 m²,"197,50 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:22:52.793205,Cập nhật 9 ngày trước,"6,1 tỷ",,30 m²,"203,33 triệu/m²",Đã có sổ,Nhà nở hậu,3.5 m,,Tây Nam,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Hoàn thiện cơ bản,5,30 m²,,,,,,,,,,
2025-10-04T12:22:58.205018,Cập nhật 7 ngày trước,"7,8 tỷ",,38 m²,"205,26 triệu/m²",Đã có sổ,,4.8 m,,,8 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất cao cấp,5,38 m²,,,,,,,,,,
2025-10-04T12:22:58.405302,Cập nhật 9 ngày trước,"4,35 tỷ",,20 m²,"217,50 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",2 phòng,,,2,,,,,,,,,,,
2025-10-04T12:22:59.572899,Cập nhật 8 ngày trước,"13,99 tỷ",,53 m²,"263,96 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",5 phòng,4 phòng,,4,,,,,,,,,,,
2025-10-04T12:22:58.163184,Cập nhật 9 ngày trước,"2,6 tỷ",Đất thổ cư,46 m²,"56,52 triệu/m²",Đã có sổ,,5.8 m,,,8.5 m,,,,,,,,,,,,,,,,
2025-10-04T12:23:05.979859,Cập nhật 7 ngày trước,"3,45 tỷ",,70 m²,"49,29 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,,Nội thất đầy đủ,,,Chưa bàn giao,"Tập thể, cư xá",,,5,,,,,
2025-10-04T12:23:14.446745,Cập nhật 8 ngày trước,"6,7 tỷ",,52 m²,"128,85 triệu/m²",Đã có sổ,,4 m,,,13 m,"Nhà ngõ, hẻm",6 phòng,4 phòng,,,52 m²,,,,,,,,,,
2025-10-04T12:23:11.719366,Cập nhật 8 ngày trước,"10,3 tỷ",,53 m²,"194,34 triệu/m²",Đã có sổ,,4 m,,Đông Nam,14 m,"Nhà ngõ, hẻm",2 phòng,2 phòng,,2,53 m²,,,,,,,,,,
2025-10-04T12:23:14.281617,Cập nhật 5 ngày trước,"15,8 tỷ",,67 m²,"235,82 triệu/m²",Đã có sổ,,5 m,,,,"Nhà mặt phố, mặt tiền",6 phòng,5 phòng,Nội thất đầy đủ,5,350 m²,,,,,,,,,,
2025-10-04T12:23:13.049706,Cập nhật 8 ngày trước,"5,2 tỷ",,32 m²,"162,50 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,4,180 m²,,,,,,,,,,
2025-10-04T12:23:28.884139,Cập nhật 8 ngày trước,"10,5 tỷ",,30 m²,350 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:23:28.573060,Cập nhật 8 ngày trước,"14,7 tỷ",,47 m²,"312,77 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:23:30.108101,Cập nhật 9 ngày trước,"7,35 tỷ",,38 m²,"193,42 triệu/m²",Đã có sổ,,4 m,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:23:30.040954,Cập nhật 7 ngày trước,900 triệu,,48 m²,"18,75 triệu/m²",Sổ hồng riêng,,,,,,,1 phòng,1 phòng,Nội thất cao cấp,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,
2025-10-04T12:23:39.735446,Cập nhật 10 ngày trước,13 tỷ,,50 m²,260 triệu/m²,Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",5 phòng,3 phòng,Nội thất đầy đủ,5,50 m²,,,,,,,,,,
2025-10-04T12:23:41.333412,Cập nhật 1 ngày trước,"3,39 tỷ",Đất thổ cư,73.5 m²,"46,12 triệu/m²",Đã có sổ,"Mặt tiền
Nở hậu
Thổ cư toàn bộ",6 m,m²,,14 m,,,,,,,,,Bìa giáp KCN Nội Bài,,,,,,,
2025-10-04T12:23:43.443101,Cập nhật 9 ngày trước,"1,38 tỷ",Đất thổ cư,40 m²,"34,50 triệu/m²",Đã có sổ,,5 m,m²,,8 m,,,,,,,,,,,,,,,,
2025-10-04T12:23:43.645483,Cập nhật 10 ngày trước,6 tỷ,,46 m²,"130,43 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,,,,,,,
2025-10-04T12:23:44.660155,Cập nhật 9 ngày trước,"6,3 tỷ",,27 m²,"233,33 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,Nội thất đầy đủ,4,,,,,,,,,,,
2025-10-04T12:23:53.045017,Cập nhật 8 ngày trước,"4,65 tỷ",,23 m²,"202,17 triệu/m²",Đã có sổ,"Hẻm xe hơi
Nhà nở hậu",3.3 m,,Đông Nam,8 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,23 m²,,,02,,,,,,,
2025-10-04T12:23:54.477282,Cập nhật 2 ngày trước,"8,36 tỷ",,45 m²,"185,78 triệu/m²",Đã có sổ,"Hẻm xe hơi
Nhà nở hậu",4 m,,,,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:23:57.879847,Cập nhật 9 ngày trước,"7,5 tỷ",,46 m²,"163,04 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:23:58.773487,Cập nhật 9 ngày trước,17 tỷ,,91 m²,"186,81 triệu/m²",Đã có sổ,,5 m,,Đông Nam,20 m,"Nhà ngõ, hẻm",5 phòng,,Nội thất đầy đủ,5,91 m²,,,,,,,,,,
2025-10-04T12:24:08.369358,Cập nhật 9 ngày trước,"8,6 tỷ",,46 m²,"186,96 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,3 phòng,,,,,,,,,,,,,
2025-10-04T12:24:07.954486,Cập nhật 9 ngày trước,"13,5 tỷ",,58 m²,"232,76 triệu/m²",Đã có sổ,Hẻm xe hơi,6 m,,,,"Nhà mặt phố, mặt tiền",4 phòng,3 phòng,Nội thất cao cấp,65,,,,,,,,,,,
2025-10-04T12:24:12.306746,Cập nhật 10 ngày trước,13 tỷ,,66 m²,"196,97 triệu/m²",Đã có sổ,Hiện trạng khác,6.5 m,,Nam,,"Nhà ngõ, hẻm",3 phòng,2 phòng,,3,66 m²,,,,,,,,,,
2025-10-04T12:24:14.699571,Cập nhật 1 ngày trước,"6,6 tỷ",,60 m²,110 triệu/m²,Đã có sổ,,4 m,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:24:21.165337,Cập nhật 7 ngày trước,"8,56 tỷ",,44 m²,"194,55 triệu/m²",Đã có sổ,,3.7 m,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,44 m²,,,,,,,,,,
2025-10-04T12:24:23.692981,Cập nhật 10 ngày trước,"7,45 tỷ",,37 m²,"201,35 triệu/m²",Đã có sổ,Hẻm xe hơi,5.4 m,,,7 m,"Nhà mặt phố, mặt tiền",2 phòng,,,,37 m²,,,,,,,,,,
2025-10-04T12:24:23.113406,Cập nhật 9 ngày trước,"9,5 tỷ",,40 m²,"237,50 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:24:37.805418,Cập nhật 10 ngày trước,"7,6 tỷ",,90 m²,"84,44 triệu/m²",Sổ hồng riêng,,,,,,,3 phòng,2 phòng,Nội thất cao cấp,,,Đã bàn giao,Chung cư,,,,Căn góc,,,,
2025-10-04T12:24:36.847942,Cập nhật 7 ngày trước,5 tỷ,Đất thổ cư,70 m²,"71,43 triệu/m²",Đã có sổ,"Thổ cư toàn bộ
Hẻm xe hơi",,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:24:37.518692,Cập nhật 8 ngày trước,"25,6 tỷ",,90 m²,"284,44 triệu/m²",Đã có sổ,,5 m,,,17 m,"Nhà ngõ, hẻm",4 phòng,4 phòng,,4,90 m²,,,,,,,,,,
2025-10-04T12:24:37.727985,Cập nhật 9 ngày trước,40 tỷ,,100 m²,400 triệu/m²,Đã có sổ,,5.5 m,,,,"Nhà mặt phố, mặt tiền",9 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,9,900 m²,,,,,,,,,,
2025-10-04T12:24:39.972721,Cập nhật 8 ngày trước,27 tỷ,,90 m²,300 triệu/m²,Đã có sổ,,6 m,,,15 m,"Nhà mặt phố, mặt tiền",5 phòng,4 phòng,,,90 m²,,,,,,,,,,
2025-10-04T12:24:48.993121,Cập nhật 8 ngày trước,"5,1 tỷ",,52 m²,"98,08 triệu/m²",Đã có sổ,,8 m,,,,"Nhà ngõ, hẻm",3 phòng,,Nội thất đầy đủ,4,52 m²,,,,,,,,,,
2025-10-04T12:24:49.056146,Cập nhật 9 ngày trước,"2,2 tỷ",Đất thổ cư,76 m²,"28,95 triệu/m²",Đã có sổ,Thổ cư toàn bộ,6.61 m,m²,,11.5 m,,,,,,,,,,,,,,,,
2025-10-04T12:24:50.266878,Cập nhật 6 ngày trước,5 tỷ,Đất thổ cư,49 m²,"102,04 triệu/m²",Đã có sổ,,4.7 m,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:24:50.794435,Cập nhật 8 ngày trước,"8,2 tỷ",,45 m²,"182,22 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:24:54.260836,Cập nhật 2 giờ trước,6 tỷ,,35 m²,"171,43 triệu/m²",Đã có sổ,,4 m,,,,"Nhà ngõ, hẻm",3 phòng,,,6,35 m²,,,,,,,,,,
2025-10-04T12:24:58.503680,Cập nhật 10 ngày trước,"7,68 tỷ",,36 m²,"213,33 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",7 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:25:00.740543,Cập nhật 6 ngày trước,350 tỷ,,535 m²,"654,21 triệu/m²",Đã có sổ,,20 m,,Tây Nam,27 m,"Nhà mặt phố, mặt tiền",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,1600 m²,,,,,,,1,143,,
2025-10-04T12:25:04.166630,Cập nhật 1 ngày trước,"22,5 tỷ",,80 m²,"281,25 triệu/m²",Đã có sổ,Hẻm xe hơi,6 m,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,4,,,,,,,,,,,
2025-10-04T12:25:07.528999,Cập nhật 8 ngày trước,"5,7 tỷ",Đất thổ cư,90 m²,"63,33 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4.5 m,m²,Đông Nam,20 m,,,,,,,,,,,,,,,,
2025-10-04T12:25:08.236617,Cập nhật 8 ngày trước,"14,2 tỷ",,56 m²,"253,57 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:25:10.119923,Cập nhật 8 ngày trước,"8,1 tỷ",,42 m²,"192,86 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:25:09.856724,Cập nhật 1 ngày trước,"4,88 tỷ",,22 m²,"221,82 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,4 m,,Tây Bắc,6 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,5,22 m²,,,09,,,,,,,
2025-10-04T12:25:16.799728,Cập nhật 8 ngày trước,"8,8 tỷ",,40 m²,220 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,5,,,,,,,,,,,
2025-10-04T12:25:16.851812,Cập nhật 9 ngày trước,"4,15 tỷ",Đất thổ cư,50 m²,83 triệu/m²,Đã có sổ,Hẻm xe hơi,5 m,,,10 m,,,,,,,,,,,,,,,,
2025-10-04T12:25:20.370953,Cập nhật 9 ngày trước,"6,39 tỷ",,44 m²,"145,23 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,,,,,"Nhà ngõ, hẻm",4 phòng,2 phòng,,,150 m²,,,,,,,,,,
2025-10-04T12:25:26.083860,Cập nhật 9 ngày trước,"16,86 tỷ",,50 m²,"337,20 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,,,,,,,,,,,,,,
2025-10-04T12:25:26.350624,Cập nhật 8 ngày trước,"7,35 tỷ",,32 m²,"229,69 triệu/m²",Đã có sổ,,4 m,,,8 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất cao cấp,5,35 m²,,,,,,,,,,
2025-10-04T12:25:30.467866,Cập nhật 2 ngày trước,"6,6 tỷ",,30 m²,220 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:25:30.587236,Cập nhật 7 ngày trước,"5,6 tỷ",,36 m²,"155,56 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,4,,,,,,,,,,,
2025-10-04T12:25:33.979930,Cập nhật 9 ngày trước,"4,8 tỷ",Đất thổ cư,97 m²,"49,48 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,5 m,m²,,19 m,,,,,,,,,,,,,,,,
2025-10-04T12:25:36.530197,Cập nhật 8 ngày trước,14 tỷ,,75 m²,"186,67 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu Hiện trạng khác,5 m,,Đông Bắc,15 m,"Nhà mặt phố, mặt tiền",3 phòng,,,2,75 m²,,,,,,,,,123a,
2025-10-04T12:25:37.407670,Cập nhật 7 ngày trước,10 tỷ,,38 m²,"263,16 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà mặt phố, mặt tiền",3 phòng,,Nội thất đầy đủ,,38 m²,,,,,,,,,,
2025-10-04T12:25:40.003737,Cập nhật 9 ngày trước,"5,7 tỷ",Đất thổ cư,90 m²,"63,33 triệu/m²",Đã có sổ,Mặt tiền,5 m,m²,Nam,18 m,,,,,,,,,,,,,,,,
2025-10-04T12:25:40.223832,Cập nhật 18 giờ trước,"5,9 tỷ",Đất thổ cư,43 m²,"137,21 triệu/m²",Đã có sổ,,3.4 m,m²,Đông Nam,12.6 m,,,,,,,,,,,,,,,,
2025-10-04T12:25:43.557953,Cập nhật 4 ngày trước,"25,7 tỷ",,89 m²,"288,76 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",6 phòng,4 phòng,,5,89 m²,,,,,,,,,,
2025-10-04T12:25:46.559386,Cập nhật 9 ngày trước,"13,5 tỷ",,50 m²,270 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,4,50 m²,,,,,,,,,,
2025-10-04T12:25:50.616091,Cập nhật 9 ngày trước,13 tỷ,,50 m²,260 triệu/m²,Đã có sổ,Hẻm xe hơi,5 m,,,10 m,"Nhà mặt phố, mặt tiền",5 phòng,5 phòng,Nội thất đầy đủ,5,50 m²,,,,,,,,,,
2025-10-04T12:25:52.138684,Cập nhật 9 ngày trước,"4,3 tỷ",Đất thổ cư,54 m²,"79,63 triệu/m²",Đã có sổ,,,,,,,,,,,,,,,,,,,,,
2025-10-04T12:25:53.190576,Cập nhật 3 ngày trước,"1,75 tỷ",Đất thổ cư,130 m²,"13,46 triệu/m²",Đang chờ sổ,Mặt tiền,8 m,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:25:57.603455,Cập nhật 7 ngày trước,"7,567 tỷ",,40 m²,"189,18 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",7 phòng,4 phòng,Nội thất đầy đủ,5,40 m²,,,,,,,,,,
2025-10-04T12:26:01.160026,Cập nhật 9 ngày trước,"4,5 tỷ",,31 m²,"145,16 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:26:01.497074,Cập nhật 10 ngày trước,"2,73 tỷ",Đất thổ cư,52 m²,"52,50 triệu/m²",Đã có sổ,,4 m,m²,,13 m,,,,,,,,,,,,,,,,
2025-10-04T12:26:02.404894,Cập nhật 10 ngày trước,"10,9 tỷ",,40 m²,"272,50 triệu/m²",Đã có sổ,Hiện trạng khác,6 m,,,,"Nhà ngõ, hẻm",9 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,6,240 m²,,,,,,,,,,
2025-10-04T12:26:05.135624,Cập nhật 9 ngày trước,"13,5 tỷ",,42 m²,"321,43 triệu/m²",Đã có sổ,Hẻm xe hơi,3.5 m,,,12 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,42 m²,,,,,,,,,,
2025-10-04T12:26:08.777548,Cập nhật 9 ngày trước,"14,45 tỷ",,55 m²,"262,73 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,13 m,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,7,400 m²,,,,,,,,,,
2025-10-04T12:26:10.478414,Cập nhật 8 ngày trước,"19,3 tỷ",,69 m²,"279,71 triệu/m²",Đã có sổ,,5 m,,,,"Nhà ngõ, hẻm",6 phòng,3 phòng,,5,69 m²,,,,,,,,,,
2025-10-04T12:26:11.602695,Cập nhật 8 ngày trước,"11,9 tỷ",Đất thổ cư,70 m²,170 triệu/m²,Đã có sổ,,4 m,,,17 m,,,,,,,,,,,,,,,,
2025-10-04T12:26:12.182672,Cập nhật 3 ngày trước,"5,7 tỷ",Đất thổ cư,38 m²,150 triệu/m²,Đã có sổ,,4 m,,,,,,,,,,,,,,,,,,,
2025-10-04T12:26:15.366492,Cập nhật 9 ngày trước,"9,7 tỷ",,77 m²,"125,97 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,2,210 m²,,,,,,,,,,
2025-10-04T12:26:20.071778,Cập nhật 10 ngày trước,"17,5 tỷ",,61 m²,"286,89 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:26:21.844979,Cập nhật 9 ngày trước,"7,1 tỷ",,38 m²,"186,84 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:26:21.697066,Cập nhật 9 ngày trước,"36,5 tỷ",,50 m²,730 triệu/m²,Đã có sổ,Nhà nở hậu,,,,,"Nhà mặt phố, mặt tiền",8 phòng,,,,50 m²,,,,,,,,,,
2025-10-04T12:26:24.826874,Cập nhật 9 ngày trước,"7,49 tỷ",,45 m²,"166,44 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:26:27.706453,Cập nhật 7 ngày trước,5 tỷ,Đất thổ cư,60 m²,"83,33 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:26:29.375702,Cập nhật 5 ngày trước,9 tỷ,,44 m²,"204,55 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",8 phòng,Nhiều hơn 6 phòng,,5,,,,,,,,,,,
2025-10-04T12:26:31.670514,Cập nhật 8 ngày trước,"16,9 tỷ",,48 m²,"352,08 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,5,,,,,,,,,,,
2025-10-04T12:26:31.448429,Cập nhật 7 ngày trước,"26,5 tỷ",,70 m²,"378,57 triệu/m²",Đã có sổ,Hẻm xe hơi,6.3 m,,,10.3 m,"Nhà mặt phố, mặt tiền",4 phòng,5 phòng,Nội thất cao cấp,4,75 m²,,,,,,,,,,
2025-10-04T12:26:33.822935,Cập nhật 8 ngày trước,"8,4 tỷ",,46 m²,"182,61 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,,,,,,,,,,,,
2025-10-04T12:26:37.522991,Cập nhật 10 ngày trước,64 tỷ,,170 m²,"376,47 triệu/m²",Đã có sổ,,10 m,,,,"Nhà mặt phố, mặt tiền",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,2,280 m²,,,,,,,,,,
2025-10-04T12:26:38.746626,Cập nhật 8 ngày trước,8 tỷ,Đất thổ cư,70 m²,"114,29 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,6 m,,Đông Nam,12 m,,,,,,,,,,,,,,,,
2025-10-04T12:26:41.500791,Cập nhật 7 ngày trước,"7,5 tỷ",,36 m²,"208,33 triệu/m²",Đã có sổ,Nhà nở hậu,4 m,,,,"Nhà ngõ, hẻm",5 phòng,4 phòng,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:26:41.499791,Cập nhật 8 ngày trước,"8,95 tỷ",,47 m²,"190,43 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:26:42.766663,Cập nhật 9 ngày trước,"7,2 tỷ",,44 m²,"163,64 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:26:47.012011,Cập nhật 7 ngày trước,"5,25 tỷ",,39 m²,"134,62 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",2 phòng,,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:26:47.786812,Cập nhật 8 ngày trước,"6,3 tỷ",,33 m²,"190,91 triệu/m²",Đã có sổ,Nhà nở hậu,6.2 m,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,4,33 m²,,,,,,,,,22,
